pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
9.07,23.9,1.13,3.4,22.8,1
9.77,33.7,0.9,6.9,10.2,1
9.63,20.3,0.96,2.6,19.9,1
9.55,25.5,0.88,3.4,11.0,1
7.56,30.9,1.05,8.2,9.7,0
6.8,26.4,1.15,6.1,23.7,0
7.33,20.4,0.97,8.4,17.8,0
8.45,21.0,1.31,8.3,21.2,1
9.42,29.7,1.39,1.5,14.0,1
6.03,34.5,0.87,8.6,23.0,0
9.59,28.3,0.81,1.4,18.8,1
9.08,27.6,1.27,8.4,2.7,0
9.89,24.8,0.91,5.4,19.4,1
9.4,23.9,1.01,5.3,1.4,1
6.4,20.3,1.04,6.7,20.9,0
5.53,24.1,1.35,8.0,9.0,1
5.56,26.7,1.2,5.9,15.4,1
6.46,23.0,0.82,4.4,19.0,0
8.07,21.3,0.81,1.9,16.3,1
9.02,30.8,0.92,7.3,17.1,1
9.5,33.4,0.99,2.0,22.4,1
8.12,34.1,1.09,6.8,10.0,0
5.03,29.3,1.3,5.2,14.1,1
5.93,20.8,0.99,4.1,5.2,1
5.5,31.1,1.03,5.9,12.2,1
6.82,21.7,1.0,7.2,4.6,1
7.51,30.0,0.81,8.5,16.2,0
5.22,31.7,1.37,3.1,8.8,1
6.74,30.9,0.88,8.6,21.6,0
5.9,34.3,0.97,8.7,9.2,1
8.24,31.1,0.88,7.5,7.9,0
7.32,30.4,1.09,8.1,12.8,0
7.48,23.9,1.36,6.5,5.2,1
7.14,33.9,0.86,1.3,5.9,1
9.78,22.7,1.06,5.6,19.8,1
6.07,33.6,0.81,7.0,12.9,0
7.58,24.7,1.26,8.5,6.0,1
8.68,22.0,1.18,5.6,1.8,1
7.78,32.4,1.22,7.4,12.2,0
9.65,20.0,1.08,6.6,18.8,1
6.89,32.5,1.34,3.2,9.4,1
7.32,23.9,1.05,2.2,7.0,1
5.44,33.3,1.11,7.0,10.5,1
8.04,30.4,1.22,2.9,24.0,1
6.44,30.0,1.11,3.0,11.2,1
5.8,25.5,0.91,6.2,7.2,1
7.72,20.9,0.99,7.3,14.7,0
7.66,32.5,0.86,5.7,20.5,0
5.38,22.6,1.06,8.1,1.5,1
8.49,25.6,1.17,2.7,14.4,1
8.12,29.0,0.87,3.0,21.1,0
5.95,27.2,1.18,6.1,6.2,1
7.35,23.0,1.34,7.6,23.1,1
8.6,22.1,1.0,5.3,14.9,1
7.65,21.8,0.93,1.1,13.4,1
6.98,32.9,1.34,6.4,24.1,1
6.61,20.5,1.22,7.5,4.1,1
8.05,34.7,0.86,3.2,18.8,0
9.7,23.0,1.04,1.4,20.6,1
8.36,21.7,1.2,5.1,12.7,0
5.37,28.7,1.14,1.3,1.2,1
7.3,21.2,1.17,4.3,13.6,0
9.45,29.0,1.14,1.1,4.7,1
5.47,32.8,1.28,2.8,14.5,1
9.94,20.7,0.99,4.1,18.7,1
9.75,32.0,1.23,1.9,13.7,1
5.39,25.9,1.39,1.9,16.1,1
9.67,22.4,1.03,7.6,3.5,1
6.82,22.6,1.27,1.3,3.3,1
9.22,33.8,0.95,6.5,21.4,1
7.09,21.7,0.97,7.5,2.2,1
7.2,33.0,1.36,2.0,7.8,1
8.17,28.2,0.82,2.6,23.5,1
8.87,20.6,0.93,6.1,12.0,1
5.17,27.0,1.09,3.5,17.2,1
7.97,32.3,1.04,4.8,6.3,0
5.93,30.9,1.18,7.7,7.5,1
6.73,27.3,0.92,2.1,13.2,1
6.74,32.9,0.84,6.0,16.3,0
7.35,21.8,1.02,8.5,24.1,0
6.67,33.6,1.11,1.5,14.8,1
5.54,32.7,1.14,1.5,3.3,1
5.73,30.6,1.16,5.4,9.8,1
5.17,32.3,1.13,8.7,6.9,1
7.35,28.2,0.95,2.8,7.1,1
9.77,30.1,1.26,3.6,13.1,1
5.58,28.4,0.85,1.8,8.6,1
9.73,25.3,0.92,3.9,7.9,1
8.67,28.5,1.24,1.4,24.2,1
8.19,23.9,0.97,4.1,15.0,0
8.23,26.6,1.1,5.4,7.3,0
9.13,24.2,1.0,8.8,7.6,1
5.53,21.8,1.1,7.5,20.5,1
7.52,24.8,1.01,7.6,22.3,0
8.49,32.8,1.4,2.8,17.3,1
7.93,25.7,1.01,1.7,11.4,1
9.16,31.2,1.18,5.8,19.3,1
5.36,22.6,1.33,5.2,23.5,1
8.45,26.4,1.18,5.1,5.0,1
7.67,21.7,1.14,1.9,21.7,1
6.9,22.1,1.14,5.0,21.4,0
6.7,29.3,1.1,2.2,9.8,1
8.1,29.1,1.28,4.4,8.0,1
9.45,23.2,0.83,1.5,14.6,1
7.48,27.1,1.33,7.9,7.5,1
9.12,32.9,1.15,1.1,4.5,1
7.01,22.6,1.31,8.5,23.9,1
5.51,20.3,0.81,7.9,12.8,1
5.31,29.8,1.32,7.0,12.3,1
5.26,20.8,0.87,8.9,4.0,1
6.9,34.7,1.23,1.4,13.1,1
6.69,29.1,1.05,6.1,18.8,0
8.59,27.1,1.21,7.8,7.0,1
8.71,26.4,1.18,2.0,9.9,1
5.25,28.6,0.9,5.7,5.3,1
6.11,21.4,1.11,4.2,9.5,0
6.37,34.0,0.97,4.5,21.7,0
7.74,29.4,1.14,8.3,6.7,0
5.72,22.8,1.24,5.3,1.7,1
5.67,28.4,0.85,1.7,13.9,1
9.72,22.0,1.11,8.5,14.9,1
9.02,20.3,1.17,2.5,8.9,1
5.9,29.5,0.98,8.1,16.4,1
7.03,29.7,1.37,8.8,1.9,1
6.78,28.8,1.11,8.0,9.2,0
8.96,22.8,0.91,6.4,4.5,1
7.55,29.1,0.86,6.9,6.5,0
5.64,20.8,1.12,6.6,10.2,1
8.69,29.1,1.03,4.7,12.8,1
6.98,28.3,0.92,3.2,3.2,1
6.31,29.8,0.82,3.3,3.4,1
6.88,33.4,1.14,6.8,17.2,0
7.49,32.8,1.16,6.0,10.7,0
6.72,34.7,0.89,5.7,5.2,0
6.21,34.6,1.16,6.2,6.6,0
6.99,31.6,1.37,7.2,18.3,1
5.1,34.3,1.39,7.0,2.2,1
8.86,33.0,1.33,1.8,13.2,1
5.85,30.9,1.28,3.9,9.6,1
5.22,21.1,0.93,3.1,20.5,1
8.27,20.7,0.89,5.3,20.0,0
8.87,32.6,1.07,1.5,17.5,1
9.07,27.3,1.17,7.1,10.2,1
7.47,32.2,1.31,1.9,16.1,1
6.03,24.7,0.94,3.2,16.4,0
8.69,26.0,1.09,7.3,9.0,1
8.5,30.5,1.19,1.4,22.1,0
6.23,33.7,1.07,6.3,24.6,0
9.52,21.3,1.07,8.4,8.5,1
5.52,32.9,0.94,5.9,20.2,1
9.91,31.9,1.39,6.7,13.0,1
9.3,24.7,1.09,7.3,12.1,1
8.44,25.3,1.12,2.8,10.3,1
9.69,20.7,0.93,5.6,8.0,1
8.61,20.2,1.11,3.5,23.1,1
5.95,27.2,0.95,3.0,18.8,1
7.21,21.4,0.92,2.5,11.6,1
5.36,22.9,0.97,5.7,19.0,1
6.95,32.7,0.8,7.4,18.2,0
8.71,28.6,1.14,8.0,7.4,1
6.93,29.5,1.03,4.4,5.2,0
6.65,22.8,1.34,4.0,21.1,1
7.98,32.4,0.82,6.5,20.5,0
9.36,33.0,0.83,7.2,24.9,1
5.24,27.8,1.33,3.0,1.5,1
6.93,33.7,0.88,3.4,14.0,0
5.79,32.7,0.8,5.3,17.8,1
8.48,31.0,0.91,4.6,15.0,0
5.53,31.0,1.29,6.6,18.1,1
8.32,21.6,1.28,5.0,4.3,1
6.43,24.1,1.0,1.9,1.0,1
5.99,21.0,1.2,2.3,3.2,1
9.68,20.1,1.1,8.2,10.1,1
5.09,22.4,1.34,2.8,8.9,1
7.19,33.2,0.83,1.4,22.0,1
5.11,23.6,1.29,6.9,3.0,1
7.42,34.6,0.9,6.5,11.6,0
7.51,29.0,1.03,5.8,24.0,0
6.61,23.6,0.92,5.0,13.1,0
5.66,27.5,1.22,8.8,4.2,1
6.88,23.3,1.21,2.0,8.0,1
8.36,34.8,1.13,5.1,16.0,1
8.91,32.7,1.22,5.5,1.3,1
7.65,20.4,1.18,1.2,24.2,1
7.95,34.2,1.27,4.3,14.6,1
6.0,30.8,0.94,7.3,17.9,0
6.44,21.2,1.06,4.8,13.0,0
5.81,30.1,0.89,8.0,24.0,1
6.25,29.7,1.06,6.2,15.1,0
6.12,23.3,1.22,7.1,16.9,0
7.6,31.4,1.21,7.4,21.7,0
7.81,21.3,1.23,6.5,21.7,0
9.72,27.3,0.99,7.0,1.7,1
5.98,20.1,1.2,6.6,7.8,1
8.21,34.5,1.02,5.4,6.9,0
9.09,31.3,1.37,5.5,1.2,1
7.8,22.4,1.01,2.5,22.0,0
6.28,25.1,1.16,7.6,8.6,0
6.31,22.4,1.25,3.5,9.3,1
5.2,31.5,1.34,5.3,3.4,1
6.53,20.9,1.06,3.0,24.8,1
8.72,32.6,1.02,6.6,20.8,1
5.24,34.1,1.06,8.8,14.7,1
6.1,30.1,0.99,7.4,19.5,0
8.53,23.2,1.19,6.0,19.7,1
8.91,25.4,1.36,5.5,16.8,1
7.28,27.2,0.88,4.9,5.2,0
8.49,29.1,1.14,2.6,18.3,1
6.94,30.0,1.34,3.8,14.7,1
5.8,28.3,0.86,4.3,18.4,1
6.99,25.3,1.1,8.6,14.0,0
7.9,33.4,1.32,4.4,24.0,1
9.74,21.2,1.34,5.7,16.0,1
5.34,27.0,1.11,8.4,14.8,1
7.54,31.6,0.81,5.1,21.2,0
6.64,20.9,0.86,3.0,10.1,0
7.54,30.6,1.15,4.0,8.6,0
5.12,32.3,0.87,4.0,13.1,1
6.57,29.9,0.89,6.7,15.0,0
9.1,20.2,1.26,3.4,6.3,1
7.77,22.7,1.25,6.8,17.4,1
7.25,25.1,1.31,8.1,20.3,1
6.43,23.5,0.86,3.7,14.9,0
6.49,34.4,0.92,2.1,13.6,1
6.92,29.8,1.3,6.1,8.1,1
9.18,24.5,1.23,3.9,22.8,1
9.84,33.9,1.28,5.3,19.1,1
7.19,31.1,1.39,6.1,12.5,1
6.97,24.3,1.32,4.3,16.8,1
9.23,25.7,1.11,8.4,9.1,1
7.13,23.0,0.99,4.2,2.4,1
7.76,34.6,1.14,3.5,5.9,0
6.15,27.8,1.18,8.1,2.9,1
8.72,33.4,1.0,2.1,13.2,1
7.66,25.2,1.26,2.0,15.9,1
9.05,32.9,0.86,8.5,10.1,1
8.9,20.8,1.27,2.7,13.7,1
6.08,34.7,0.82,2.2,3.1,1
8.58,33.7,1.1,5.3,19.5,1
9.0,25.4,1.32,1.4,1.8,1
6.73,31.6,0.85,6.0,16.2,0
5.86,31.3,1.11,4.6,11.4,1
5.01,33.5,0.9,6.1,5.4,1
7.25,24.6,1.34,3.3,13.6,1
6.76,27.0,1.3,8.2,19.7,1
7.77,33.0,1.36,3.2,10.9,1
5.94,31.7,1.32,6.1,9.8,1
9.3,25.9,1.24,8.6,4.4,1
6.29,32.7,0.91,4.2,15.3,0
6.13,20.7,0.98,2.3,20.9,1
7.4,31.7,1.1,1.5,14.5,1
7.49,23.1,1.15,8.7,5.0,1
6.08,24.3,1.27,7.1,16.9,1
6.36,27.4,0.94,8.4,1.7,1
5.85,26.7,0.88,6.6,21.1,1
8.59,27.8,1.09,3.7,23.1,1
8.85,28.2,0.89,2.0,15.3,1
7.31,25.0,1.22,8.4,22.2,0
8.57,22.6,1.15,4.9,3.0,1
8.68,31.5,1.24,4.2,6.5,1
5.69,26.0,0.84,5.6,8.6,1
9.83,27.6,1.38,1.9,19.6,1
9.11,29.7,0.8,3.5,12.6,1
6.02,33.6,1.0,6.1,9.4,0
5.93,30.6,1.21,1.8,4.8,1
5.63,20.7,0.83,2.1,20.5,1
5.69,32.6,0.85,5.1,1.5,1
8.74,34.8,0.85,6.0,9.1,1
7.35,27.1,1.15,2.5,6.8,1
8.91,34.5,1.34,1.3,4.1,1
8.73,28.2,1.13,8.7,5.1,1
8.02,26.9,1.16,1.2,12.9,1
8.43,25.0,1.01,1.0,11.2,1
5.09,29.9,0.81,3.6,13.4,1
6.56,23.4,0.81,2.8,18.5,1
8.19,21.6,1.33,5.6,22.4,1
5.05,20.4,0.86,8.2,3.8,1
5.16,24.4,1.4,4.8,3.0,1
9.26,25.9,0.9,7.2,8.7,1
8.42,28.3,1.2,8.3,14.1,0
6.33,24.4,1.37,2.5,3.4,1
8.44,34.8,1.02,4.9,18.2,0
8.96,24.4,1.24,6.1,14.3,1
6.53,26.6,1.01,3.7,19.0,0
5.18,21.5,0.98,6.9,9.6,1
9.66,23.9,0.92,6.6,10.6,1
6.73,20.7,1.29,4.4,20.4,1
5.53,28.4,0.95,1.7,7.4,1
7.46,31.3,0.97,1.1,10.2,1
8.84,22.9,1.4,4.0,1.3,1
6.11,25.5,1.0,1.7,14.3,1
6.35,20.2,1.05,7.3,21.4,0
6.21,32.6,1.39,3.7,1.7,1
9.96,31.7,1.02,6.3,15.7,1
5.99,20.9,1.02,3.8,21.3,1
7.88,25.5,1.3,7.4,12.9,1
9.63,34.3,0.99,8.1,8.5,1
5.73,25.9,0.94,7.7,24.9,1
9.85,27.9,1.05,4.9,2.6,1
9.74,25.3,1.22,1.7,6.1,1
9.42,28.9,0.83,4.0,22.2,1
6.07,34.7,1.02,4.4,8.1,0
8.17,35.0,1.01,8.7,20.7,0
8.8,31.6,0.95,5.5,9.0,1
9.93,26.1,1.19,6.1,20.5,1
5.9,27.4,0.97,7.3,17.5,1
8.83,25.4,1.16,5.5,12.2,1
6.69,34.8,1.1,5.8,13.6,0
5.88,30.6,0.93,3.0,5.3,1
7.11,26.7,0.96,1.5,3.8,1
8.97,20.2,0.9,6.8,18.2,1
7.32,27.8,0.83,7.8,21.4,0
7.69,34.8,1.17,4.3,18.3,0
9.98,27.8,1.2,5.4,22.9,1
7.0,22.7,0.9,3.5,22.4,0
8.08,20.3,1.17,4.6,19.7,0
6.83,25.3,1.39,2.7,22.6,1
6.96,33.8,0.84,7.1,5.0,0
8.48,34.9,1.09,4.9,18.6,0
9.69,34.2,1.24,5.4,19.1,1
7.71,30.9,0.83,1.3,4.7,1
8.84,28.4,1.27,6.0,22.8,1
5.45,28.9,1.39,2.6,1.2,1
6.06,28.1,0.85,4.1,11.4,0
7.51,30.6,1.29,4.3,1.5,1
5.1,26.3,1.03,4.6,13.6,1
6.26,30.0,0.89,2.8,10.9,1
7.59,21.8,1.1,7.8,16.0,0
5.07,24.0,0.84,4.4,19.4,1
6.32,32.5,1.11,5.9,19.4,0
7.57,33.6,0.81,5.9,18.3,1
7.87,28.1,1.24,5.9,3.4,1
9.63,20.5,1.09,5.5,11.0,1
8.23,33.9,1.08,7.6,20.6,0
7.07,30.5,0.92,7.5,16.7,0
9.65,26.2,1.02,4.3,17.3,1
8.92,29.0,0.91,6.1,6.4,1
6.0,26.4,1.24,1.8,8.8,1
5.65,27.0,0.92,1.7,23.9,1
8.38,33.3,1.17,4.8,21.3,0
7.8,22.4,0.97,8.2,5.0,1
8.95,21.6,1.19,6.2,14.1,1
8.69,20.0,1.12,6.4,12.8,1
8.13,24.7,1.05,2.3,11.6,1
9.93,22.2,1.2,4.6,12.3,1
7.67,23.3,1.05,4.2,16.4,0
5.57,20.2,1.29,7.3,24.2,1
9.14,23.4,1.24,2.1,22.0,1
6.26,25.0,1.12,5.3,22.0,0
8.89,20.5,1.33,8.3,17.9,1
9.79,29.1,1.3,8.1,1.4,1
8.48,28.5,1.12,7.8,11.6,0
7.98,21.5,0.84,4.0,13.3,0
7.3,28.9,1.14,8.5,21.2,0
6.82,35.0,1.01,7.4,23.1,0
6.77,34.2,1.12,7.8,11.8,0
8.18,20.0,1.19,8.5,8.2,0
8.76,31.9,1.19,8.5,9.1,1
8.39,25.3,1.2,2.9,14.9,1
5.99,21.0,1.21,2.0,7.6,1
7.47,24.4,0.87,6.5,22.9,0
8.96,24.8,0.92,5.5,11.0,1
7.38,27.8,1.18,3.6,24.8,0
7.68,29.9,1.04,6.5,3.6,1
8.86,31.2,1.26,1.5,5.5,1
8.31,23.7,0.87,1.4,13.3,1
7.05,24.8,0.91,3.8,21.8,0
9.48,24.6,1.14,2.6,9.5,1
5.81,25.4,1.1,6.7,21.1,1
9.98,35.0,0.96,8.6,11.2,1
5.59,31.7,1.05,6.3,21.5,1
5.07,34.6,0.82,6.2,7.7,1
9.45,30.4,0.82,1.1,12.3,1
6.22,26.1,0.86,5.1,7.7,0
8.65,25.8,1.15,7.5,6.2,1
9.06,27.3,1.32,6.2,11.1,1
9.29,26.3,0.96,2.8,9.0,1
9.96,32.4,0.82,7.8,19.9,1
6.47,27.0,1.23,8.7,18.9,0
8.55,24.4,1.31,3.2,9.6,1
5.58,31.6,0.88,2.7,24.8,1
7.03,32.8,1.03,3.7,24.4,0
9.24,26.3,0.9,1.5,23.0,1
6.84,30.0,0.86,8.0,15.1,0
7.96,20.9,1.19,8.4,10.9,0
7.52,27.9,1.38,6.1,8.5,1
8.23,20.7,1.21,7.1,1.4,1
9.86,20.4,1.39,6.3,16.2,1
5.28,29.2,1.06,4.0,14.3,1
7.87,24.6,1.34,6.1,16.1,1
9.32,31.1,0.92,7.7,14.8,1
7.41,33.4,0.87,7.5,4.3,1
5.39,22.1,1.22,1.6,17.7,1
7.8,30.9,1.02,4.7,9.7,0
6.66,27.7,0.99,4.2,13.4,0
5.77,21.7,1.2,7.0,9.8,1
9.25,29.8,1.0,5.0,1.5,1
7.61,29.1,1.14,3.8,22.0,0
9.67,27.7,0.98,6.7,4.6,1
9.03,33.9,1.27,4.8,15.0,1
8.46,27.8,0.99,3.1,22.2,0
5.03,34.9,1.12,8.1,6.3,1
7.14,27.6,0.81,1.9,10.9,1
5.99,21.7,1.28,1.1,10.1,1
9.55,27.1,1.17,2.2,3.1,1
5.87,22.7,0.92,2.3,11.2,1
6.43,29.0,0.93,5.3,12.5,0
7.58,30.4,0.96,6.0,1.6,1
6.32,27.0,1.15,4.6,12.7,0
6.05,21.5,1.13,2.6,3.3,1
8.0,27.0,0.96,2.1,22.4,1
5.44,21.2,1.22,4.9,16.6,1
5.29,30.2,1.33,5.5,2.4,1
6.86,31.9,0.83,3.4,20.8,0
8.6,34.4,1.05,2.8,9.7,1
7.77,22.2,1.16,1.6,6.4,1
7.11,28.0,1.15,1.2,7.1,1
7.83,28.5,0.81,1.8,15.3,1
6.83,33.8,0.93,6.9,3.0,1
9.68,29.4,0.84,3.8,2.4,1
5.27,22.2,1.14,1.2,16.1,1
8.37,26.5,1.19,5.1,24.6,0
9.46,29.8,0.9,5.3,12.6,1
9.02,30.5,1.0,4.4,10.9,1
5.92,32.9,1.0,1.9,23.7,1
6.48,22.7,1.29,7.0,6.8,1
8.59,34.3,0.92,6.5,6.8,1
5.42,20.9,1.13,4.2,22.7,1
9.06,34.8,1.27,4.0,16.5,1
8.59,32.9,1.3,2.2,2.3,1
8.65,29.9,1.2,7.0,17.2,1
5.5,31.0,0.98,5.8,20.7,1
8.59,21.1,1.29,1.7,7.6,1
8.4,20.6,1.25,4.0,10.2,0
9.15,21.5,1.22,8.2,5.7,1
5.21,21.3,0.84,4.6,16.2,1
5.12,28.2,0.83,3.6,16.9,1
6.87,23.2,1.22,6.2,2.6,1
5.74,32.9,1.37,2.6,17.3,1
7.79,26.7,1.26,5.2,16.8,1
9.59,30.4,1.3,6.4,1.8,1
6.96,29.8,1.13,7.8,14.3,0
9.22,24.8,0.98,6.5,15.7,1
5.0,23.6,1.21,4.1,11.3,1
5.84,25.1,1.23,7.1,22.6,1
5.15,31.9,1.21,8.2,8.9,1
6.64,28.8,1.37,4.8,2.6,1
9.54,23.8,1.02,1.0,17.1,1
5.48,32.3,0.82,8.0,15.5,1
8.03,20.8,1.35,2.3,24.7,1
7.26,30.5,0.9,2.0,6.6,1
9.69,26.6,1.22,3.5,10.5,1
5.61,31.0,1.32,4.0,12.1,1
6.06,33.9,0.99,7.4,21.7,0
5.15,31.3,1.3,4.1,10.9,1
7.17,26.6,1.0,1.4,19.5,1
6.39,22.3,1.28,6.1,4.8,1
9.35,32.1,0.84,6.4,10.8,1
8.02,26.9,1.19,7.5,4.7,1
8.07,21.1,1.21,4.2,23.8,0
7.66,30.8,1.09,1.7,5.3,1
5.46,24.4,1.21,5.4,11.1,1
7.23,20.7,1.35,2.0,3.0,1
10.0,33.5,1.24,1.1,23.1,1
9.18,27.2,1.38,7.2,16.0,1
9.47,24.2,1.07,4.2,24.1,1
9.12,30.7,1.12,5.2,2.0,1
5.52,33.3,0.96,6.3,5.2,1
6.14,20.0,1.39,4.2,10.1,1
5.02,30.3,0.83,1.4,15.9,1
6.52,31.5,1.02,3.0,8.9,0
5.54,23.1,0.98,2.6,18.1,1
7.36,27.3,1.03,8.8,5.0,1
8.39,21.3,1.35,6.9,15.4,1
9.37,31.2,1.02,4.6,10.6,1
8.75,32.7,1.35,1.5,13.2,1
9.69,21.6,1.05,1.9,14.7,1
5.27,32.2,1.31,7.5,2.4,1
5.06,31.6,1.11,8.6,23.2,1
8.31,25.2,0.99,1.3,19.9,1
6.45,30.4,1.07,8.3,11.6,0
6.27,20.0,1.05,4.0,14.1,0
6.65,34.0,0.96,2.7,1.8,1
6.35,28.3,0.97,1.8,13.0,1
7.56,29.3,0.91,7.2,11.2,0
7.2,30.0,1.0,4.8,10.0,0
7.56,28.4,1.17,7.7,20.6,0
8.36,32.9,1.03,2.8,5.4,1
6.94,29.1,1.23,6.4,5.2,0
6.26,33.6,1.39,1.9,13.5,1
5.83,28.7,1.03,1.7,17.5,1
6.75,22.6,1.08,2.1,1.5,1
8.71,33.7,0.9,7.5,14.1,1
8.78,30.2,1.04,6.2,8.2,1
8.33,30.5,1.24,2.3,19.2,1
6.17,34.8,0.93,4.1,12.3,0
7.94,21.1,0.91,7.1,21.0,0
7.85,26.4,1.03,3.3,10.5,0
7.42,23.6,1.29,8.4,20.9,1
7.75,29.5,1.17,8.3,18.2,0
7.46,32.1,1.37,5.4,20.9,1
7.83,34.5,1.34,6.1,20.5,1
8.58,26.8,0.89,6.2,12.7,1
5.55,31.8,0.83,3.1,9.8,1
8.75,33.8,1.04,3.9,19.4,1
5.68,30.2,1.11,2.1,9.7,1
5.33,23.6,1.11,8.4,3.1,1
9.88,29.1,0.88,6.8,21.6,1
9.78,34.5,0.87,1.4,10.5,1
5.3,34.8,0.83,5.4,4.2,1
7.22,29.6,1.31,3.7,16.5,1
5.93,33.3,1.37,7.5,22.4,1
7.43,23.0,0.87,3.8,21.7,0
9.15,23.7,0.93,6.2,14.3,1
9.75,34.3,0.85,2.3,3.1,1
8.17,22.0,1.33,5.5,17.7,1
6.77,22.9,1.38,3.4,15.6,1
8.02,26.3,0.96,2.3,6.0,1
6.56,28.8,0.98,6.0,22.6,0
9.55,29.1,1.02,6.1,3.1,1
9.35,24.4,1.1,8.9,10.0,1
7.79,33.8,1.21,6.4,3.3,1
6.62,33.7,1.1,5.1,22.9,0
6.47,25.9,1.37,8.3,1.8,1
5.17,26.5,0.86,7.6,11.2,1
9.08,30.5,1.28,5.4,21.7,1
7.25,29.9,1.0,5.1,7.0,0
6.63,25.7,1.03,8.5,3.5,1
7.36,26.2,1.23,5.9,4.0,1
9.09,25.2,1.36,6.7,10.7,1
5.62,23.5,1.23,1.7,11.3,1
9.29,26.9,1.27,6.7,18.2,1
9.49,30.3,1.25,3.1,6.7,1
9.73,31.1,0.99,1.9,17.8,1
6.99,31.7,1.25,7.8,25.0,1
6.09,25.6,1.27,6.5,21.7,1
6.87,31.5,1.12,4.3,16.3,0
6.66,20.1,1.12,4.5,23.6,0
5.88,27.2,1.26,2.6,24.8,1
8.04,31.9,1.29,1.1,14.7,1
7.38,29.5,1.0,3.8,7.6,0
9.33,27.1,1.28,2.2,23.0,1
5.16,29.7,1.29,4.4,21.3,1
8.22,33.6,0.94,7.7,3.0,1
8.81,28.5,1.23,1.9,23.5,1
8.8,32.0,0.91,1.7,9.8,1
9.43,34.7,0.86,8.2,8.7,1
8.65,30.6,1.14,7.0,9.2,1
9.64,28.6,1.35,1.4,8.7,1
6.66,20.6,0.82,1.6,13.4,1
7.52,25.6,1.3,6.5,14.9,1
5.07,28.5,1.1,4.0,11.2,1
5.03,32.0,1.32,6.8,10.9,1
6.2,26.6,1.31,4.2,18.7,1
5.5,34.4,1.33,8.7,1.1,1
6.3,24.1,1.26,6.6,23.7,1
5.89,31.2,1.31,1.4,18.1,1
5.14,26.3,0.91,3.6,18.0,1
9.55,27.3,0.98,5.5,11.1,1
5.04,32.0,0.95,2.1,24.2,1
8.68,24.4,1.25,1.0,1.0,1
5.76,21.5,0.89,1.6,2.8,1
9.56,27.8,0.91,5.2,20.3,1
9.46,27.9,1.33,6.1,18.7,1
8.27,32.0,1.22,1.7,7.5,1
8.36,34.5,1.33,6.3,15.3,1
5.03,20.8,0.88,5.9,13.8,1
9.92,28.9,1.04,8.5,13.7,1
9.39,30.2,0.97,7.7,15.3,1
9.48,34.8,0.81,8.5,24.8,1
8.3,34.1,0.97,8.7,24.7,0
6.72,30.7,1.03,4.5,24.6,0
9.47,27.8,0.86,4.9,14.2,1
6.46,22.4,1.14,3.3,8.6,0
7.81,25.8,1.03,5.1,14.4,0
5.5,28.8,0.83,2.2,15.9,1
9.61,30.9,1.22,6.4,8.5,1
5.7,29.5,1.24,1.2,16.2,1
6.12,30.7,1.3,2.9,15.9,0
7.79,26.4,1.09,2.7,22.7,1
8.82,30.9,1.38,8.5,6.7,1
8.1,22.2,1.35,2.2,17.7,1
6.16,22.4,1.13,8.1,11.8,0
5.0,22.4,1.07,2.0,4.1,1
8.79,33.4,0.8,6.2,8.6,1
9.93,21.1,1.23,3.6,2.4,1
9.05,32.0,1.14,3.5,8.7,1
7.3,23.5,1.36,9.0,2.7,1
9.52,27.0,1.16,2.8,23.2,1
7.05,33.7,1.4,2.6,3.4,1
7.62,28.8,1.31,5.7,20.6,1
7.39,23.2,1.37,6.9,22.7,1
7.24,24.3,1.0,8.9,12.2,0
8.88,33.8,0.89,6.6,2.3,1
7.63,26.4,1.28,5.5,15.3,1
6.58,28.8,1.27,4.3,6.6,1
6.29,26.9,0.93,5.8,5.2,0
5.19,25.7,1.26,5.8,14.6,1
7.92,23.3,1.15,2.7,9.6,1
6.15,30.3,0.87,6.4,18.5,0
5.74,30.8,1.1,2.6,15.2,1
8.27,24.1,1.36,4.9,20.9,1
8.41,31.8,1.1,3.1,2.4,1
8.76,32.8,1.27,3.5,6.6,1
7.52,33.8,0.82,5.9,14.6,0
9.47,22.4,1.24,1.5,22.1,1
9.68,24.6,1.37,1.1,20.5,1
9.04,32.9,1.1,2.0,17.3,1
8.18,23.0,1.0,2.3,14.8,1
6.52,20.1,1.19,2.6,16.2,1
9.91,33.1,1.35,7.2,6.1,1
6.37,24.9,0.91,4.6,15.3,0
6.01,26.2,1.04,4.8,12.9,0
7.21,26.7,0.89,6.2,10.2,0
5.28,32.7,1.1,6.8,22.3,1
9.89,25.1,1.12,1.0,20.9,1
7.94,33.4,1.37,7.9,2.8,1
7.78,29.3,1.05,8.9,24.7,0
8.28,27.9,1.14,2.0,6.5,1
7.49,24.9,1.33,6.2,6.2,1
5.16,23.7,0.99,1.0,23.7,1
8.06,29.4,1.2,1.4,11.7,1
8.58,26.7,1.25,3.3,20.3,0
7.08,33.7,1.0,7.8,7.9,0
8.79,27.4,0.9,6.2,22.0,1
6.14,27.7,1.1,4.6,21.0,0
6.11,26.3,1.01,4.5,13.5,0
5.81,31.8,0.96,4.7,17.9,1
6.86,26.4,1.38,3.5,24.1,1
9.24,24.0,1.1,8.0,11.8,1
9.14,32.9,1.31,5.5,12.9,1
6.91,29.0,0.92,4.9,18.3,0
7.95,28.9,1.36,4.7,10.3,1
8.6,29.2,1.28,8.5,24.1,1
